point,point_class,proposed_hasTimeseriesId,hasEntityId_TO_CONFIRM,meters
entity:QNL_B-210_FM-Storage_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-210_FM-Storage
entity:QNL_B-210_FM-Storage_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-210_FM-Storage
entity:QNL_B-211_Ph-Plant-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-211_Ph-Plant-Room
entity:QNL_B-211_Ph-Plant-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-211_Ph-Plant-Room
entity:QNL_B-212_Misting-Pump-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-212_Misting-Pump-Room
entity:QNL_B-212_Misting-Pump-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-212_Misting-Pump-Room
entity:QNL_B-213_Misting-System_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-213_Misting-System
entity:QNL_B-213_Misting-System_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-213_Misting-System
entity:QNL_B-214_Cor-Corridor6_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-214_Cor-Corridor6
entity:QNL_B-214_Cor-Corridor6_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-214_Cor-Corridor6
entity:QNL_B-214_IDF-IDF-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-214_IDF-IDF-Room
entity:QNL_B-214_IDF-IDF-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-214_IDF-IDF-Room
entity:QNL_B-214_IDF-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-214_IDF-Room
entity:QNL_B-214_IDF-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-214_IDF-Room
entity:QNL_B-215A_IDF_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-215A_IDF
entity:QNL_B-215A_IDF_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-215A_IDF
entity:QNL_B-215_IDF-FM-Storage_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-215_IDF-FM-Storage
entity:QNL_B-215_IDF-FM-Storage_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-215_IDF-FM-Storage
entity:QNL_B-220_Plant-Room-04_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-220_Plant-Room-04
entity:QNL_B-220_Plant-Room-04_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-220_Plant-Room-04
entity:QNL_B-221_Maintenance_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-221_Maintenance
entity:QNL_B-221_Maintenance_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-221_Maintenance
entity:QNL_B-222_IDF_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-222_IDF
entity:QNL_B-222_IDF_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-222_IDF
entity:QNL_B-223_Ventilation_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-223_Ventilation
entity:QNL_B-223_Ventilation_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-223_Ventilation
entity:QNL_B-224_Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-224_Corridor
entity:QNL_B-224_Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-224_Corridor
entity:QNL_B-225_Ventilation_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-225_Ventilation
entity:QNL_B-225_Ventilation_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-225_Ventilation
entity:QNL_B-226_Pump-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-226_Pump-Room
entity:QNL_B-226_Pump-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-226_Pump-Room
entity:QNL_B-227_Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-227_Corridor
entity:QNL_B-227_Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-227_Corridor
entity:QNL_B-228_M1-HVAC-Shaft_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-228_M1-HVAC-Shaft
entity:QNL_B-228_M1-HVAC-Shaft_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-228_M1-HVAC-Shaft
entity:QNL_B-229_E1-Elec-Shaft_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-229_E1-Elec-Shaft
entity:QNL_B-229_E1-Elec-Shaft_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-229_E1-Elec-Shaft
entity:QNL_B-230_Refr-Store_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-230_Refr-Store
entity:QNL_B-230_Refr-Store_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-230_Refr-Store
entity:QNL_B-231_Dish-Washing_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-231_Dish-Washing
entity:QNL_B-231_Dish-Washing_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-231_Dish-Washing
entity:QNL_B-232_Dry-Store_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-232_Dry-Store
entity:QNL_B-232_Dry-Store_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-232_Dry-Store
entity:QNL_B-233_Wc5-Riser_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-233_Wc5-Riser
entity:QNL_B-233_Wc5-Riser_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-233_Wc5-Riser
entity:QNL_B-234_E3-Elec-Shaft_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-234_E3-Elec-Shaft
entity:QNL_B-234_E3-Elec-Shaft_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-234_E3-Elec-Shaft
entity:QNL_B-235_M2-HVAC-Shaft-Above_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-235_M2-HVAC-Shaft-Above
entity:QNL_B-235_M2-HVAC-Shaft-Above_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-235_M2-HVAC-Shaft-Above
entity:QNL_B-236_Wc1-Riser_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-236_Wc1-Riser
entity:QNL_B-236_Wc1-Riser_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-236_Wc1-Riser
entity:QNL_B-237_Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-237_Corridor
entity:QNL_B-237_Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-237_Corridor
entity:QNL_B-238_M3-HVAC-Shaft_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-238_M3-HVAC-Shaft
entity:QNL_B-238_M3-HVAC-Shaft_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-238_M3-HVAC-Shaft
entity:QNL_B-AT-04A_ST-04a_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-AT-04A_ST-04a
entity:QNL_B-AT-04A_ST-04a_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-AT-04A_ST-04a
entity:QNL_B-L-15_L-15_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-L-15_L-15
entity:QNL_B-L-15_L-15_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-L-15_L-15
entity:QNL_B-L-1_L-1_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-L-1_L-1
entity:QNL_B-L-1_L-1_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-L-1_L-1
entity:QNL_B-L-2_L-2_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-L-2_L-2
entity:QNL_B-L-2_L-2_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-L-2_L-2
entity:QNL_B-L-3_L-3_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-L-3_L-3
entity:QNL_B-L-3_L-3_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-L-3_L-3
entity:QNL_B-L-4_L-4_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-L-4_L-4
entity:QNL_B-L-4_L-4_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-L-4_L-4
entity:QNL_B-ST-01_ST-01_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-01_ST-01
entity:QNL_B-ST-01_ST-01_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-01_ST-01
entity:QNL_B-ST-02_ST-02_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-02_ST-02
entity:QNL_B-ST-02_ST-02_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-02_ST-02
entity:QNL_B-ST-03_ST-03_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-03_ST-03
entity:QNL_B-ST-03_ST-03_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-03_ST-03
entity:QNL_B-ST-04_ST-04_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-04_ST-04
entity:QNL_B-ST-04_ST-04_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-04_ST-04
entity:QNL_B-ST-05_ST-05_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-05_ST-05
entity:QNL_B-ST-05_ST-05_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-05_ST-05
entity:QNL_B-ST-11_ST-11_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-11_ST-11
entity:QNL_B-ST-11_ST-11_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-11_ST-11
entity:QNL_B-ST-12_ST-12_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_B-ST-12_ST-12
entity:QNL_B-ST-12_ST-12_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_B-ST-12_ST-12
entity:QNL_L1-001_Open-Reading-Area_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-001_Open-Reading-Area
entity:QNL_L1-001_Open-Reading-Area_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-001_Open-Reading-Area
entity:QNL_L1-002A_Green-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-002A_Green-Room
entity:QNL_L1-002A_Green-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-002A_Green-Room
entity:QNL_L1-002_Braille-Reader_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-002_Braille-Reader
entity:QNL_L1-002_Braille-Reader_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-002_Braille-Reader
entity:QNL_L1-003_Tutoring-Head_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-003_Tutoring-Head
entity:QNL_L1-003_Tutoring-Head_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-003_Tutoring-Head
entity:QNL_L1-004_Writing-Room1_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-004_Writing-Room1
entity:QNL_L1-004_Writing-Room1_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-004_Writing-Room1
entity:QNL_L1-005_Writing-Room2_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-005_Writing-Room2
entity:QNL_L1-005_Writing-Room2_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-005_Writing-Room2
entity:QNL_L1-006_Writing-Head_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-006_Writing-Head
entity:QNL_L1-006_Writing-Head_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-006_Writing-Head
entity:QNL_L1-007_Student-Carrels_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-007_Student-Carrels
entity:QNL_L1-007_Student-Carrels_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-007_Student-Carrels
entity:QNL_L1-020_Info-Literacy-Instr1_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-020_Info-Literacy-Instr1
entity:QNL_L1-020_Info-Literacy-Instr1_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-020_Info-Literacy-Instr1
entity:QNL_L1-021_Info-Literacy-Instr2_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-021_Info-Literacy-Instr2
entity:QNL_L1-021_Info-Literacy-Instr2_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-021_Info-Literacy-Instr2
entity:QNL_L1-022_Computer-Classroom_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-022_Computer-Classroom
entity:QNL_L1-022_Computer-Classroom_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-022_Computer-Classroom
entity:QNL_L1-023_1-Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-023_1-Corridor
entity:QNL_L1-023_1-Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-023_1-Corridor
entity:QNL_L1-023_2-Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-023_2-Corridor
entity:QNL_L1-023_2-Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-023_2-Corridor
entity:QNL_L1-023_3-Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-023_3-Corridor
entity:QNL_L1-023_3-Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-023_3-Corridor
entity:QNL_L1-023_Corridor_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-023_Corridor
entity:QNL_L1-023_Corridor_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-023_Corridor
entity:QNL_L1-024_Rest-Room-Men_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-024_Rest-Room-Men
entity:QNL_L1-024_Rest-Room-Men_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-024_Rest-Room-Men
entity:QNL_L1-025_Rest-Room-Women_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-025_Rest-Room-Women
entity:QNL_L1-025_Rest-Room-Women_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-025_Rest-Room-Women
entity:QNL_L1-026_Group-Study-Room1_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-026_Group-Study-Room1
entity:QNL_L1-026_Group-Study-Room1_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-026_Group-Study-Room1
entity:QNL_L1-027_Group-Study-Room2_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-027_Group-Study-Room2
entity:QNL_L1-027_Group-Study-Room2_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-027_Group-Study-Room2
entity:QNL_L1-028_Group-Study-Room3_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-028_Group-Study-Room3
entity:QNL_L1-028_Group-Study-Room3_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-028_Group-Study-Room3
entity:QNL_L1-029_Group-Study-Room4_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-029_Group-Study-Room4
entity:QNL_L1-029_Group-Study-Room4_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-029_Group-Study-Room4
entity:QNL_L1-030_ICT-Room-02_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-030_ICT-Room-02
entity:QNL_L1-030_ICT-Room-02_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-030_ICT-Room-02
entity:QNL_L1-040_Head-Librarian-Office_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-040_Head-Librarian-Office
entity:QNL_L1-040_Head-Librarian-Office_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-040_Head-Librarian-Office
entity:QNL_L1-041_Multipurpose-Room_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-041_Multipurpose-Room
entity:QNL_L1-041_Multipurpose-Room_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-041_Multipurpose-Room
entity:QNL_L1-042_Lobby_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-042_Lobby
entity:QNL_L1-042_Lobby_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-042_Lobby
entity:QNL_L1-043_Baby-Chan_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-043_Baby-Chan
entity:QNL_L1-043_Baby-Chan_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-043_Baby-Chan
entity:QNL_L1-044_Breast-Feeding_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-044_Breast-Feeding
entity:QNL_L1-044_Breast-Feeding_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-044_Breast-Feeding
entity:QNL_L1-045_Female-Toilet_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-045_Female-Toilet
entity:QNL_L1-045_Female-Toilet_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-045_Female-Toilet
entity:QNL_L1-046_Male-Toilet_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-046_Male-Toilet
entity:QNL_L1-046_Male-Toilet_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-046_Male-Toilet
entity:QNL_L1-047_Children-Library-Pre-School-Reading-Playing_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-047_Children-Library-Pre-School-Reading-Playing
entity:QNL_L1-047_Children-Library-Pre-School-Reading-Playing_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-047_Children-Library-Pre-School-Reading-Playing
entity:QNL_L1-048_Staff-Office_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-048_Staff-Office
entity:QNL_L1-048_Staff-Office_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-048_Staff-Office
entity:QNL_L1-049_Storage_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-049_Storage
entity:QNL_L1-049_Storage_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-049_Storage
entity:QNL_L1-050_Stroller-Parking_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-050_Stroller-Parking
entity:QNL_L1-050_Stroller-Parking_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-050_Stroller-Parking
entity:QNL_L1-061_Rest-Room-Men_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-061_Rest-Room-Men
entity:QNL_L1-061_Rest-Room-Men_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-061_Rest-Room-Men
entity:QNL_L1-062_Rest-Room-Women_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-062_Rest-Room-Women
entity:QNL_L1-062_Rest-Room-Women_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-062_Rest-Room-Women
entity:QNL_L1-063_Media-Studio-1_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-063_Media-Studio-1
entity:QNL_L1-063_Media-Studio-1_Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,ELEC_KW_CALC,,entity:QNL_L1-063_Media-Studio-1
entity:QNL_L1-064_Storage_Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,ELEC_KWH_CALC,,entity:QNL_L1-064_Storage
